0.0000 0.0000 9.5250
0.0199 0.2636 9.5369
0.0399 0.5392 9.5718
0.0598 0.8395 9.6270
0.0798 1.1788 9.6970
0.0997 1.5731 9.7709
0.1197 2.0390 9.8303
0.1396 2.5900 9.8447
0.1596 3.2284 9.7692
0.1795 3.9325 9.5482
0.1995 4.6439 9.1304
0.2194 5.2673 8.4971
0.2394 5.6954 7.6905
0.2593 5.8555 6.8169
0.2793 5.7496 6.0117
0.2992 5.4564 5.3823
0.3192 5.0934 4.9686
0.3391 4.7667 4.7418
0.3591 4.5398 4.6312
0.3790 4.4264 4.5569
0.3990 4.4000 4.4550
0.4189 4.4115 4.2919
0.4389 4.4092 4.0674
0.4588 4.3559 3.8074
0.4788 4.2376 3.5494
0.4987 4.0622 3.3287
0.5187 3.8535 3.1703
0.5386 3.6441 3.0830
0.5586 3.4668 3.0574
0.5785 3.3443 3.0677
0.5985 3.2818 3.0798
0.6184 3.2642 3.0634
0.6384 3.2628 3.0028
0.6583 3.2466 2.9024
0.6783 3.1952 2.7828
0.6982 3.1053 2.6704
0.7182 2.9887 2.5863
0.7381 2.8652 2.5394
0.7581 2.7540 2.5265
0.7780 2.6684 2.5359
0.7980 2.6132 2.5518
0.8179 2.5846 2.5589
0.8379 2.5719 2.5467
0.8578 2.5610 2.5124
0.8778 2.5393 2.4612
0.8977 2.4997 2.4036
0.9177 2.4419 2.3514
0.9376 2.3719 2.3143
0.9576 2.2999 2.2970
0.9775 2.2367 2.2979
0.9975 2.1904 2.3092
1.0174 2.1626 2.3197
1.0374 2.1480 2.3202
1.0573 2.1371 2.3070
1.0773 2.1213 2.2829
1.0972 2.0964 2.2547
1.1172 2.0631 2.2290
1.1371 2.0251 2.2096
1.1571 1.9868 2.1973
1.1770 1.9513 2.1906
1.1970 1.9198 2.1874
1.2169 1.8924 2.1857
1.2369 1.8689 2.1844
1.2568 1.8488 2.1826
1.2768 1.8318 2.1794
1.2967 1.8169 2.1735
1.3167 1.8022 2.1645
1.3366 1.7858 2.1532
1.3566 1.7669 2.1413
1.3765 1.7458 2.1305
1.3965 1.7232 2.1216
1.4164 1.6998 2.1151
1.4364 1.6763 2.1118
1.4563 1.6540 2.1121
1.4763 1.6351 2.1159
1.4962 1.6216 2.1213
1.5162 1.6141 2.1249
1.5361 1.6108 2.1234
1.5561 1.6077 2.1146
1.5760 1.5997 2.0998
1.5960 1.5836 2.0837
1.6159 1.5598 2.0722
1.6359 1.5330 2.0697
1.6558 1.5096 2.0767
1.6758 1.4947 2.0892
1.6957 1.4901 2.1008
1.7157 1.4928 2.1056
1.7356 1.4968 2.1008
1.7556 1.4959 2.0880
1.7755 1.4862 2.0725
1.7955 1.4684 2.0607
1.8154 1.4468 2.0567
1.8354 1.4269 2.0608
1.8553 1.4130 2.0704
1.8753 1.4067 2.0809
1.8952 1.4070 2.0878
1.9152 1.4102 2.0883
1.9351 1.4116 2.0821
1.9551 1.4076 2.0721
1.9750 1.3971 2.0629
1.9950 1.3823 2.0587
2.0149 1.3674 2.0609
2.0349 1.3565 2.0680
2.0548 1.3516 2.0764
2.0748 1.3516 2.0822
2.0947 1.3536 2.0834
2.1147 1.3542 2.0804
2.1346 1.3515 2.0756
2.1546 1.3455 2.0717
2.1745 1.3381 2.0702
2.1945 1.3309 2.0712
2.2144 1.3251 2.0738
2.2344 1.3209 2.0771
2.2543 1.3184 2.0806
2.2743 1.3175 2.0835
2.2942 1.3178 2.0851
2.3142 1.3185 2.0847
2.3341 1.3178 2.0824
2.3541 1.3146 2.0797
2.3740 1.3091 2.0790
2.3940 1.3036 2.0816
2.4139 1.3005 2.0868
2.4339 1.3011 2.0921
2.4538 1.3043 2.0947
2.4738 1.3071 2.0938
2.4937 1.3072 2.0913
2.5137 1.3045 2.0897
2.5336 1.3008 2.0908
2.5536 1.2981 2.0942
2.5735 1.2975 2.0986
2.5935 1.2986 2.1024
2.6134 1.3003 2.1052
2.6334 1.3016 2.1073
2.6533 1.3025 2.1099
2.6733 1.3036 2.1135
2.6932 1.3058 2.1179
2.7132 1.3097 2.1223
2.7331 1.3149 2.1257
2.7531 1.3206 2.1276
2.7730 1.3259 2.1285
2.7930 1.3306 2.1291
2.8129 1.3350 2.1299
2.8329 1.3397 2.1308
2.8528 1.3447 2.1315
2.8728 1.3497 2.1315
2.8927 1.3541 2.1311
2.9127 1.3579 2.1309
2.9326 1.3612 2.1314
2.9526 1.3646 2.1326
2.9725 1.3684 2.1345
2.9925 1.3728 2.1368
3.0124 1.3778 2.1393
3.0324 1.3834 2.1419
3.0523 1.3894 2.1446
3.0723 1.3960 2.1472
3.0922 1.4030 2.1498
3.1122 1.4105 2.1524
3.1321 1.4185 2.1549
3.1521 1.4268 2.1572
3.1720 1.4355 2.1595
3.1920 1.4445 2.1618
3.2119 1.4540 2.1643
3.2319 1.4642 2.1667
3.2518 1.4749 2.1689
3.2718 1.4862 2.1710
3.2917 1.4979 2.1730
3.3117 1.5102 2.1749
3.3316 1.5232 2.1766
3.3516 1.5369 2.1781
3.3715 1.5513 2.1795
3.3915 1.5664 2.1805
3.4114 1.5824 2.1811
3.4314 1.5992 2.1811
3.4513 1.6166 2.1805
3.4713 1.6348 2.1794
3.4912 1.6536 2.1776
3.5112 1.6733 2.1750
3.5311 1.6936 2.1715
3.5511 1.7145 2.1669
3.5710 1.7358 2.1613
3.5910 1.7573 2.1547
3.6109 1.7790 2.1470
3.6309 1.8008 2.1383
3.6508 1.8224 2.1287
3.6708 1.8435 2.1186
3.6907 1.8641 2.1088
3.7107 1.8852 2.1002
3.7306 1.9083 2.0931
3.7506 1.9351 2.0866
3.7705 1.9669 2.0787
3.7905 2.0038 2.0670
3.8104 2.0447 2.0490
3.8304 2.0874 2.0228
3.8503 2.1293 1.9877
3.8703 2.1673 1.9438
3.8902 2.1988 1.8923
3.9102 2.2213 1.8353
3.9301 2.2333 1.7760
3.9501 2.2341 1.7181
3.9700 2.2252 1.6660
3.9900 2.2100 1.6231
4.0099 2.1935 1.5912
4.0299 2.1815 1.5692
4.0498 2.1786 1.5533
4.0698 2.1876 1.5371
4.0897 2.2073 1.5134
4.1097 2.2329 1.4761
4.1296 2.2562 1.4222
4.1496 2.2687 1.3534
4.1695 2.2637 1.2763
4.1895 2.2395 1.1991
4.2094 2.1986 1.1294
4.2294 2.1459 1.0716
4.2493 2.0868 1.0271
4.2693 2.0254 0.9951
4.2892 1.9644 0.9741
4.3092 1.9056 0.9626
4.3291 1.8501 0.9591
4.3491 1.7988 0.9624
4.3690 1.7522 0.9710
4.3890 1.7105 0.9835
4.4089 1.6731 0.9987
4.4289 1.6394 1.0163
4.4488 1.6092 1.0364
4.4688 1.5828 1.0591
4.4887 1.5609 1.0840
4.5087 1.5440 1.1102
4.5286 1.5319 1.1364
4.5486 1.5238 1.1619
4.5685 1.5187 1.1868
4.5885 1.5162 1.2117
4.6084 1.5171 1.2374
4.6284 1.5225 1.2638
4.6483 1.5337 1.2895
4.6683 1.5511 1.3127
4.6882 1.5739 1.3311
4.7082 1.6004 1.3431
4.7281 1.6281 1.3482
4.7481 1.6547 1.3469
4.7680 1.6788 1.3406
4.7880 1.6993 1.3308
4.8079 1.7163 1.3193
4.8279 1.7304 1.3074
4.8478 1.7426 1.2956
4.8678 1.7536 1.2842
4.8877 1.7640 1.2725
4.9077 1.7737 1.2603
4.9276 1.7822 1.2473
4.9476 1.7891 1.2339
4.9675 1.7938 1.2207
4.9875 1.7967 1.2089
5.0074 1.7985 1.1993
5.0274 1.8004 1.1924
5.0473 1.8038 1.1877
5.0673 1.8095 1.1843
5.0872 1.8179 1.1811
5.1072 1.8286 1.1769
5.1271 1.8410 1.1712
5.1471 1.8541 1.1636
5.1670 1.8672 1.1545
5.1870 1.8799 1.1447
5.2069 1.8926 1.1348
5.2269 1.9058 1.1253
5.2468 1.9205 1.1159
5.2668 1.9372 1.1061
5.2867 1.9563 1.0949
5.3067 1.9775 1.0814
5.3266 2.0004 1.0647
5.3466 2.0241 1.0444
5.3665 2.0476 1.0202
5.3865 2.0700 0.9922
5.4064 2.0904 0.9611
5.4264 2.1086 0.9275
5.4463 2.1244 0.8922
5.4663 2.1382 0.8561
5.4862 2.1510 0.8191
5.5062 2.1635 0.7809
5.5261 2.1762 0.7400
5.5461 2.1884 0.6947
5.5660 2.1976 0.6435
5.5860 2.2007 0.5868
5.6059 2.1948 0.5270
5.6259 2.1785 0.4682
5.6458 2.1531 0.4146
5.6658 2.1216 0.3691
5.6857 2.0882 0.3329
5.7057 2.0567 0.3054
5.7256 2.0305 0.2841
5.7456 2.0117 0.2654
5.7655 2.0004 0.2448
5.7855 1.9943 0.2184
5.8054 1.9895 0.1835
5.8254 1.9812 0.1402
5.8453 1.9654 0.0907
5.8653 1.9396 0.0389
5.8852 1.9041 -0.0111
5.9052 1.8602 -0.0560
5.9251 1.8104 -0.0940
5.9451 1.7574 -0.1239
5.9650 1.7035 -0.1461
5.9850 1.6509 -0.1614
6.0049 1.6007 -0.1711
6.0249 1.5536 -0.1768
6.0448 1.5095 -0.1797
6.0648 1.4683 -0.1805
6.0847 1.4296 -0.1798
6.1047 1.3934 -0.1781
6.1246 1.3592 -0.1760
6.1446 1.3266 -0.1739
6.1645 1.2947 -0.1716
6.1845 1.2633 -0.1688
6.2044 1.2325 -0.1648
6.2244 1.2027 -0.1596
6.2443 1.1745 -0.1534
6.2643 1.1479 -0.1468
6.2842 1.1226 -0.1402
6.3042 1.0981 -0.1337
6.3241 1.0741 -0.1270
6.3441 1.0508 -0.1196
6.3640 1.0286 -0.1116
6.3840 1.0080 -0.1033
6.4039 0.9889 -0.0953
6.4239 0.9710 -0.0885
6.4438 0.9531 -0.0828
6.4638 0.9346 -0.0779
6.4837 0.9150 -0.0728
6.5037 0.8947 -0.0664
6.5236 0.8747 -0.0582
6.5436 0.8561 -0.0484
6.5635 0.8396 -0.0380
6.5835 0.8252 -0.0280
6.6034 0.8122 -0.0192
6.6234 0.7997 -0.0119
6.6433 0.7869 -0.0058
6.6633 0.7733 -0.0002
6.6832 0.7589 0.0057
6.7032 0.7442 0.0125
6.7231 0.7298 0.0202
6.7431 0.7165 0.0287
6.7630 0.7044 0.0373
6.7830 0.6935 0.0451
6.8029 0.6829 0.0519
6.8229 0.6720 0.0579
6.8428 0.6602 0.0636
6.8628 0.6476 0.0699
6.8827 0.6350 0.0774
6.9027 0.6231 0.0861
6.9226 0.6126 0.0954
6.9426 0.6037 0.1046
6.9625 0.5962 0.1128
6.9825 0.5893 0.1195
7.0024 0.5822 0.1247
7.0224 0.5740 0.1287
7.0423 0.5642 0.1326
7.0623 0.5531 0.1373
7.0822 0.5414 0.1436
7.1022 0.5302 0.1518
7.1221 0.5204 0.1611
7.1421 0.5124 0.1709
7.1620 0.5063 0.1801
7.1820 0.5015 0.1880
7.2019 0.4971 0.1941
7.2219 0.4921 0.1987
7.2418 0.4860 0.2023
7.2618 0.4784 0.2058
7.2817 0.4697 0.2102
7.3017 0.4604 0.2158
7.3216 0.4517 0.2229
7.3416 0.4440 0.2309
7.3615 0.4377 0.2390
7.3815 0.4328 0.2467
7.4014 0.4287 0.2532
7.4214 0.4246 0.2585
7.4413 0.4200 0.2627
7.4613 0.4143 0.2665
7.4812 0.4076 0.2708
7.5012 0.4005 0.2759
7.5211 0.3936 0.2819
7.5411 0.3874 0.2885
7.5610 0.3821 0.2953
7.5810 0.3776 0.3018
7.6009 0.3737 0.3077
7.6209 0.3699 0.3128
7.6408 0.3660 0.3171
7.6608 0.3614 0.3209
7.6807 0.3560 0.3248
7.7007 0.3498 0.3292
7.7206 0.3435 0.3345
7.7406 0.3376 0.3407
7.7605 0.3326 0.3475
7.7805 0.3287 0.3544
7.8004 0.3257 0.3607
7.8204 0.3232 0.3661
7.8403 0.3209 0.3706
7.8603 0.3181 0.3742
7.8802 0.3145 0.3772
7.9002 0.3100 0.3801
7.9201 0.3045 0.3837
7.9401 0.2987 0.3882
7.9600 0.2930 0.3938
7.9800 0.2882 0.4002
7.9999 0.2844 0.4070
8.0199 0.2817 0.4136
8.0398 0.2799 0.4194
8.0598 0.2785 0.4243
8.0797 0.2770 0.4280
8.0997 0.2749 0.4310
8.1196 0.2718 0.4336
8.1396 0.2677 0.4364
8.1595 0.2630 0.4400
8.1795 0.2581 0.4445
8.1994 0.2537 0.4499
8.2194 0.2500 0.4560
8.2393 0.2473 0.4621
8.2593 0.2455 0.4679
8.2792 0.2442 0.4730
8.2992 0.2433 0.4774
8.3191 0.2421 0.4809
8.3391 0.2404 0.4838
8.3590 0.2381 0.4866
8.3790 0.2352 0.4896
8.3989 0.2320 0.4931
8.4189 0.2287 0.4971
8.4388 0.2257 0.5015
8.4588 0.2231 0.5063
8.4787 0.2212 0.5112
8.4987 0.2198 0.5158
8.5186 0.2189 0.5199
8.5386 0.2181 0.5233
8.5585 0.2171 0.5262
8.5785 0.2156 0.5286
8.5984 0.2136 0.5310
8.6184 0.2112 0.5337
8.6383 0.2086 0.5367
8.6583 0.2061 0.5401
8.6782 0.2038 0.5436
8.6982 0.2018 0.5472
8.7181 0.2001 0.5507
8.7381 0.1986 0.5541
8.7580 0.1972 0.5571
8.7780 0.1957 0.5597
8.7979 0.1939 0.5622
8.8179 0.1917 0.5647
8.8378 0.1893 0.5675
8.8578 0.1868 0.5707
8.8777 0.1846 0.5741
8.8977 0.1828 0.5776
8.9176 0.1812 0.5810
8.9376 0.1798 0.5841
8.9575 0.1784 0.5870
8.9775 0.1770 0.5897
8.9974 0.1754 0.5922
9.0174 0.1735 0.5946
9.0373 0.1715 0.5972
9.0573 0.1692 0.6000
9.0772 0.1670 0.6030
9.0972 0.1650 0.6063
9.1171 0.1633 0.6098
9.1371 0.1619 0.6132
9.1570 0.1608 0.6165
9.1770 0.1599 0.6194
9.1969 0.1590 0.6219
9.2169 0.1579 0.6241
9.2368 0.1565 0.6261
9.2568 0.1547 0.6281
